cell_key,cilium_length_um,centriole_dist_um,nucleus_volume_um3
S:223048_136244_9398,,5.28,
S:224836_134150_9398,,6.71,
S:223756_126349_9343,,4.51,
S:230124_162401_14156,,5.0,
S:231424_164550_14405,,3.76,
S:230655_168736_14425,,7.33,
S:237930_161766_14105,,3.97,
S:228523_145711_13665,,3.27,
S:233239_135614_13615,,3.4,
S:256513_230868_13550,,6.56,
S:264734_228204_13702,,5.59,
S:270395_220923_14123,,4.46,
S:267772_221450_14093,,4.6,
S:270750_211673_14228,,5.06,
S:268661_212719_13678,,3.09,
S:267378_210014_13578,,6.34,
S:254691_198462_19001,,3.53,
S:300416_231703_12664,,5.04,
S:278460_223144_11494,,0.98,
S:279201_222757_11724,,3.92,
S:292646_216914_12174,,3.97,
S:303523_233477_12144,,3.56,
S:298018_208047_11934,,2.63,
S:304449_188099_13684,,4.24,
S:305599_188093_13584,,3.51,
S:295822_183587_13163,,4.48,
S:286544_185513_13053,,6.94,
S:321251_138918_11578,,4.5,
S:315971_142094_11648,,4.86,
S:320114_131971_11248,,3.44,
S:320390_133752_10988,,5.78,
S:318062_127026_10238,,5.12,
S:320700_126005_10098,,8.93,
S:369005_148383_16303,,3.06,
S:333401_144889_14068,,5.18,
S:326179_144287_13448,,2.79,
S:325645_145120_12728,,3.08,
S:347886_172999_13406,,1.27,
S:341978_172705_13395,,4.17,
S:339194_169119_13175,,4.43,
S:334911_172936_11936,,3.21,
S:334559_168682_12076,,4.37,
S:336727_169328_12076,,4.19,
S:80212_158507_11414,,2.35,
S:102965_144607_9280,,4.43,
S:96786_151994_9450,,5.5,
S:98200_160320_9640,,3.18,
S:98753_172383_13044,,3.31,
S:97706_174253_12974,,1.0,
S:97749_165478_12614,,2.09,
S:103718_160250_12914,,3.32,
S:115024_203928_18352,,5.01,
S:95717_200806_17772,,3.47,
S:104141_218921_13052,,4.21,
S:99761_219182_11582,,8.06,
S:85731_216517_11962,,7.83,
S:115550_214509_13436,,4.04,
S:112590_203367_13917,,2.06,
S:134035_224892_13342,,3.16,
S:130699_223650_12862,,3.58,
S:132049_225293_12812,,1.93,
S:123597_229119_12402,,5.39,
S:123501_230797_12852,,5.19,
S:115410_187507_9712,,6.46,
S:113849_183116_9072,,4.5,
S:122818_180940_9552,,4.99,
S:131264_187931_10382,,3.3,
S:139417_188723_10262,,1.29,
S:126959_172232_8554,,7.06,
S:125294_132975_9164,,5.06,
S:124142_126178_9064,,4.9,
S:117010_123128_9614,,5.18,
S:106231_107163_8004,,5.75,
S:127712_106244_9144,,4.58,
S:127368_103798_9774,,4.23,
S:165561_104357_9214,,7.08,
S:166800_137991_9154,,4.82,
S:162146_139985_9474,,3.26,
S:151297_139331_9814,,4.21,
S:160815_185843_14597,,4.58,
S:169508_158371_8794,,5.22,
S:171679_162487_9134,,2.74,
S:176841_155024_10204,,4.19,
S:183410_160770_13509,,2.57,
S:188215_169665_14640,,5.6,
S:192344_174565_14061,,7.29,
S:175786_180520_17927,,4.06,
S:171406_184348_15298,,3.36,
S:184727_185029_14325,,5.49,
S:185255_103969_13812,,0.95,
S:189020_103814_13972,,4.62,
S:186786_112417_13972,,5.83,
S:188374_139347_14369,,9.22,
S:220733_229766_18861,,2.34,
S:202351_87858_9758,,4.61,
S:209931_87589_9418,,5.11,
S:207497_87260_9308,,1.67,
S:203324_87770_9338,,2.35,
S:223662_114636_21337,,1.55,
S:198981_133212_13739,,6.62,
S:208151_133729_14249,,1.79,
S:213626_137968_14449,,7.55,
S:211152_129962_9838,,3.88,
S:238439_140257_13605,,3.96,
S:245309_142677_13585,,4.09,
S:223327_145142_9198,,5.86,
S:228311_144842_9328,,4.16,
S:226477_150867_13055,,4.76,
S:234409_148628_13065,,4.96,
S:228601_159566_14455,,4.59,
S:244190_153775_13745,,3.3,
S:250145_188327_19841,,1.55,
S:267276_206270_12628,,5.55,
S:254102_236501_13080,,3.27,
S:269876_224757_10954,,3.69,
S:272153_227571_11574,,2.64,
S:237484_108443_12345,,4.67,
S:233598_101530_12475,,4.5,
S:234542_97709_12715,,6.18,
S:244130_91289_12755,,5.11,
S:253254_92034_12785,,4.59,
S:283047_180285_12994,,2.52,
S:293036_205422_11834,,4.8,
S:296202_204552_10884,,8.85,
S:294361_239312_12794,,5.96,
S:302457_239594_13134,,4.18,
S:307577_229353_11384,,4.58,
S:309245_152405_11398,,4.06,
S:293691_143504_11148,,7.92,
S:306915_146436_11168,,4.53,
S:320050_117481_9648,,1.34,
S:320115_122088_9468,,4.24,
S:319575_121232_9138,,8.23,
S:315252_119117_8738,,9.99,
S:329871_174252_11436,,2.47,
S:331411_172960_12616,,1.79,
S:334621_173417_12179,,2.33,
S:336148_182297_12129,,4.28,
S:357507_181525_13506,,4.04,
S:369108_156032_16503,,7.05,
S:339120_145286_14388,,3.61,
S:357638_132835_14783,,5.69,
S:357154_132675_14053,,1.62,
S:353829_130343_14343,,1.63,
S:350454_123028_13943,,2.28,
S:295842_132690_11598,,2.01,
S:357213_162017_14212,,6.13,
S:356646_166690_13772,,5.32,
S:356126_175504_13572,,3.36,
S:363374_175128_13662,,5.27,
S:360917_182796_13656,,3.37,
S:358905_188476_14006,,3.9,
S:345028_228267_19764,,3.31,
S:334591_139611_17207,,4.22,
S:341673_148007_13842,,5.0,
S:339604_191601_13725,,4.44,
S:331561_194043_14195,,5.05,
S:338141_213581_14714,,4.27,
S:328340_221420_14184,,2.79,
S:313186_233254_11224,,1.46,
S:311187_229015_10564,,5.16,
S:337583_166905_13973,,4.28,
S:328514_167517_13536,,8.01,
S:320848_176573_11321,,4.95,
S:324927_169373_11291,,3.2,
S:323649_167037_11371,,2.07,
S:326898_133790_17663,,1.68,
S:305095_156460_11231,,4.31,
S:310353_156397_10791,,2.77,
S:288382_168469_16508,,16.95,
S:289889_180710_18448,,2.94,
S:285906_242194_16624,,6.43,
S:268820_241679_13354,,8.19,
S:271611_235922_12404,,5.53,
S:278445_236709_11964,,4.41,
S:277519_239687_13214,,4.63,
S:269938_229847_21190,,4.16,
S:271149_219837_10924,,3.82,
S:265124_185439_21810,,13.63,
S:276094_151374_18087,,3.33,
S:274342_157359_19068,,7.89,
S:268212_144185_15957,,7.74,
S:249629_240374_12320,,0.83,
S:257632_237528_12540,,4.69,
S:239487_227632_13270,,4.16,
S:228280_185514_18632,,9.14,
S:235927_181295_14605,,2.38,
S:215922_175311_14585,,5.73,
S:224412_174952_13735,,5.48,
S:231781_175471_13545,,3.25,
S:258252_100005_12605,,4.54,
S:259717_89662_12815,,5.02,
S:252047_164966_14465,,4.89,
S:245820_162583_13835,,2.58,
S:236246_156415_13235,,5.15,
S:252835_150658_13765,,3.97,
S:251952_134691_8672,,5.76,
S:245669_141526_8742,,3.45,
S:235656_145099_9172,,3.81,
S:234892_138155_9622,,4.91,
S:241369_146886_13585,,4.77,
S:239512_148935_14745,,5.29,
S:251212_158257_14575,,3.11,
S:266133_152361_14385,,3.62,
S:250073_149779_13055,,4.2,
S:255691_138417_12915,,3.94,
S:258229_141200_11685,,5.02,
S:253029_135307_13865,,2.6,
S:234267_108072_11755,,3.72,
S:236577_116767_12075,,8.54,
S:203518_127888_10548,,4.97,
S:207471_127942_10678,,6.95,
S:218184_125256_16783,,1.0,
S:208658_145565_14409,,6.48,
S:200211_150017_13749,,4.68,
S:184665_194055_13448,,10.07,
S:184580_189278_14328,,4.96,
S:166783_191192_13267,,3.03,
S:162747_185186_13817,,2.56,
S:164844_190300_13697,,5.46,
S:184265_133894_14209,,6.02,
S:197374_96856_9988,,2.7,
S:203961_93221_9098,,6.99,
S:202543_97472_8528,,4.52,
S:197790_127449_14359,,2.77,
S:178002_120668_14529,,4.89,
S:178831_119042_13609,,4.64,
S:181172_102134_13330,,2.41,
S:163541_101581_9072,,2.44,
S:164404_131384_9264,,5.69,
S:168981_131624_9584,,7.25,
S:169214_124535_9904,,6.39,
S:147564_130411_9944,,4.2,
S:120451_233689_13415,,3.39,
S:132021_231223_12665,,10.42,
S:137739_218903_13373,,3.48,
S:105946_218271_17682,,2.1,
S:80291_204433_17897,,3.96,
S:91236_166415_9522,,5.96,
S:93136_173202_13250,,2.73,
S:99861_182508_13720,,4.15,
S:106888_137323_9192,,3.76,
S:106320_163918_12054,,3.25,
S:117328_197520_18425,,4.53,
S:125103_122620_9814,,10.74,
S:114886_108657_8134,,5.42,
S:135728_102789_9645,,1.33,
S:146381_90501_12778,,6.24,
S:147340_90377_12982,,5.41,
S:149922_91672_12888,,4.71,
S:151500_91485_12727,,5.12,
S:154501_90044_12978,,1.58,
S:155136_90332_12661,,4.5,
S:159666_91169_12784,,2.74,
S:161748_88900_12867,,4.5,
S:161748_91030_12634,,2.2,
S:164877_89594_12470,,6.55,
S:170233_88277_12952,,8.72,
S:171628_88418_12775,,8.18,
S:176771_86005_12882,,5.67,
S:177579_86879_12941,,3.66,
S:177731_85457_13039,,7.61,
S:183513_87096_12541,,4.49,
S:184225_85426_12863,,3.97,
S:186420_86162_12339,,5.2,
S:187083_85363_12679,,1.84,
S:189542_86841_12103,,4.12,
S:190689_85695_12348,,3.62,
S:193485_88163_12104,,1.25,
S:194394_86683_11911,,7.51,
S:196549_85753_12143,,3.81,
S:197502_88406_12101,,3.14,
S:83043_103792_14638,,8.39,
S:87183_102585_14051,,1.31,
S:87203_104475_14149,,5.85,
S:89555_103883_14465,,2.91,
S:89795_101240_14576,,0.78,
S:93295_102927_14453,,3.66,
S:95775_100194_14558,,5.22,
S:93759_104221_14005,,2.88,
S:97002_99533_14542,,6.94,
S:97725_102897_13843,,1.34,
S:99038_105265_14041,,3.1,
S:100418_101358_14370,,3.66,
S:97813_102944_13822,,2.15,
S:102636_101339_13790,,6.23,
S:102068_105111_13884,,2.13,
S:102948_98645_14489,,6.28,
S:103194_97652_14466,,3.73,
S:105478_105346_13843,,1.57,
S:105598_103339_14175,,1.75,
S:106348_102745_13717,,4.93,
S:107208_99449_13734,,4.12,
S:110438_98103_14340,,3.02,
S:112168_104935_13741,,2.31,
S:113818_102714_13586,,5.29,
S:113278_97482_14271,,6.23,
S:114934_101544_14112,,0.56,
S:117588_101384_14024,,2.33,
S:120908_97905_13407,,4.89,
S:120708_100453_13377,,5.6,
S:122848_103141_13531,,7.26,
S:123298_97763_13867,,2.29,
S:125998_101014_13302,,4.36,
S:127768_100945_13539,,3.51,
S:130008_96837_13723,,3.94,
S:130818_97668_13134,,1.29,
S:130990_94891_13087,,4.85,
S:133656_91022_13252,,10.2,
S:134271_92392_13059,,3.45,
S:134273_98149_13034,,4.54,
S:134063_100072_13159,,0.92,
S:138174_94282_12837,,4.21,
S:138491_99709_12971,,2.63,
S:138984_91648_12911,,4.23,
S:139625_90572_13075,,5.54,
S:141276_92666_12590,,5.33,
S:143013_95176_12542,,3.01,
S:142086_93473_12331,,8.53,
S:146476_91883_12434,,5.46,
S:148178_94725_12135,,3.74,
S:145536_93581_11881,,3.15,
S:149201_92581_12179,,4.51,
S:146956_92042_11875,,4.76,
S:151599_90486_11595,,3.67,
S:149496_92631_11163,,4.64,
S:150278_90951_11191,,2.7,
S:154699_91716_11485,,3.58,
S:153866_92830_11399,,7.13,
S:153867_90755_11186,,7.2,
S:159158_89790_11212,,2.14,
S:158112_90558_10928,,10.19,
S:160480_88227_10778,,5.8,
S:163457_88783_10847,,4.82,
S:147456_90436_11211,,5.74,
S:145449_88900_10743,,4.5,
S:146730_88309_10603,,9.84,
S:145946_88279_10383,,3.87,
S:148261_87342_10133,,6.29,
S:146972_87494_9611,,4.28,
S:144124_87578_9613,,4.75,
S:145270_89165_9291,,4.14,
S:145071_88735_9192,,7.51,
S:165473_86860_10045,,9.82,
S:166615_88890_10189,,5.06,
S:169137_86765_10126,,4.87,
S:168692_87386_9777,,3.45,
S:171784_87461_10387,,3.31,
S:173485_87600_10228,,7.21,
S:175245_87875_9652,,2.6,
S:174976_88302_9309,,4.18,
S:173301_89303_9562,,2.67,
S:179460_89520_9201,,6.59,
S:178601_89278_8791,,3.82,
S:178106_90657_8764,,2.38,
S:184261_90587_8557,,1.42,
S:182690_89860_8201,,5.65,
S:188187_88307_8112,,3.81,
S:189769_88896_8361,,6.25,
S:189690_90696_8001,,1.51,
S:177362_87010_10231,,7.88,
S:181835_87235_10517,,2.84,
S:181834_87753_10320,,6.64,
S:186256_87045_10344,,5.75,
S:108861_95570_14797,,3.88,
S:111560_92233_12443,,1.97,
S:111408_93167_12458,,4.54,
S:114223_93147_12640,,0.92,
S:113347_97150_13281,,3.5,
S:111673_96571_13399,,6.64,
S:111312_98162_13415,,4.93,
S:115174_93630_12114,,5.14,
S:89786_97589_16469,,6.67,
S:126103_98441_14511,,5.79,
S:126499_98594_14367,,5.07,
S:129911_94899_14741,,4.37,
S:127035_97082_14229,,6.85,
S:132513_96090_14694,,3.29,
S:130382_92902_14274,,5.53,
S:132525_97566_14422,,5.34,
S:135072_93151_14302,,0.69,
S:137134_95959_14450,,3.26,
S:140776_95881_14577,,5.93,
S:140031_91606_14408,,6.8,
S:143306_92131_14576,,2.05,
S:162219_90420_15798,,7.53,
S:162781_89360_16042,,1.75,
S:174043_88345_18757,,4.29,
S:175741_91916_19128,,3.29,
S:177084_89233_19070,,3.17,
S:187447_85716_20709,,8.33,
S:149673_91840_14570,,4.06,
S:152262_91011_14677,,8.48,
S:155202_90301_14585,,2.91,
S:161509_88708_14487,,8.78,
S:124410_90802_18944,,9.51,
S:118935_90788_18650,,4.51,
S:116746_93869_18307,,9.19,
S:115500_93157_18077,,5.31,
S:114389_89751_18033,,3.04,
S:106052_91229_17835,,4.45,
S:93904_92997_17061,,2.04,
S:96061_93697_16677,,6.1,
S:91950_94763_19125,,4.38,
S:91673_93672_18054,,7.5,
S:95219_92133_17997,,1.93,
S:93006_93294_17264,,4.96,
S:93898_92694_17192,,7.31,
S:372401_104722_10352,,5.02,
S:367701_96058_10303,,3.75,
S:376892_100566_10553,,3.78,
S:368505_92921_10508,,5.92,
S:369652_103842_10591,,4.84,
S:366459_96767_10544,,7.01,
S:366510_99755_10613,,5.29,
S:374893_91401_10795,,8.02,
S:369422_91014_10925,,4.58,
S:375599_98518_10985,,0.93,
S:364907_92067_11144,,3.63,
S:361090_92845_11435,,4.92,
S:362920_96340_11236,,7.48,
S:373624_91466_11241,,7.48,
S:374548_93227_11376,,4.2,
S:368462_100637_11425,,7.82,
S:365786_99918_11316,,2.92,
S:370615_101614_11252,,6.99,
S:372637_101996_11236,,8.11,
S:373052_99980_11338,,5.14,
S:373438_101208_11286,,11.02,
S:372504_101356_11493,,5.17,
S:367854_101873_11731,,4.46,
S:369580_101092_11784,,5.44,
S:367455_105444_11834,,6.27,
S:365997_101579_11933,,6.74,
S:365128_89483_11631,,2.22,
S:373530_95468_11552,,5.01,
S:371911_89837_11761,,3.26,
S:361000_89353_11821,,3.67,
S:366319_87993_11830,,6.66,
S:370128_96154_11944,,7.13,
S:372689_90938_11845,,4.31,
S:366868_96992_12056,,4.87,
S:368484_88325_12027,,5.86,
S:354718_89570_12170,,2.88,
S:363290_96691_12050,,5.06,
S:360410_85235_12237,,1.6,
S:368320_91785_12305,,6.13,
S:355229_86919_12304,,5.37,
S:369893_88935_12360,,1.54,
S:357090_94050_12475,,1.53,
S:362615_93882_12475,,5.96,
S:351565_91287_12475,,4.81,
S:352800_85177_12546,,15.77,
S:348698_87479_12593,,2.91,
S:368663_86391_12611,,9.78,
S:353217_93559_12649,,3.12,
S:355853_83137_12653,,6.63,
S:365680_88671_12704,,8.85,
S:344973_85283_12851,,6.72,
S:354131_92623_12886,,6.2,
S:343834_89442_12883,,5.04,
S:346262_92204_13008,,4.83,
S:348472_93906_13081,,2.69,
S:355923_88213_13075,,4.38,
S:353328_84321_13186,,4.09,
S:343952_81767_13076,,4.03,
S:341859_88423_13173,,5.66,
S:340687_83818_13173,,3.54,
S:340697_90085_13396,,4.89,
S:337014_84519_13420,,5.71,
S:347101_81714_13376,,5.69,
S:344590_91634_13393,,7.69,
S:350491_90002_13329,,3.83,
S:349350_85217_13594,,8.28,
S:335789_85593_13574,,7.76,
S:346713_88900_13620,,4.55,
S:339745_90541_13824,,5.05,
S:332797_82170_13827,,2.08,
S:330871_86565_13900,,2.58,
S:334722_89788_13906,,3.77,
S:339219_80676_13970,,3.11,
S:326348_85878_13970,,7.62,
S:339661_89521_14011,,6.32,
S:345665_82431_14037,,3.8,
S:333145_79676_13996,,9.69,
S:344761_84582_14110,,5.94,
S:323876_85454_14134,,2.57,
S:340095_84321_14224,,1.87,
S:333643_90338_14241,,5.67,
S:322812_84527_14205,,7.26,
S:339790_86632_14240,,2.31,
S:338087_85130_14406,,10.68,
S:328016_90013_14406,,6.53,
S:336387_83473_14437,,3.36,
S:324441_86569_14478,,2.96,
S:336474_88531_14514,,4.67,
S:331504_82296_14558,,2.33,
S:330676_91757_14525,,4.35,
S:325356_82732_14666,,2.26,
S:322828_83778_14666,,5.24,
S:327052_82553_14731,,10.36,
S:323738_87959_14731,,5.1,
S:323323_83159_15149,,4.56,
S:320139_78477_16168,,5.7,
S:316935_79545_16369,,3.82,
S:314548_79154_16828,,5.5,
S:312896_80806_16828,,3.9,
S:308737_81781_17086,,4.13,
S:301952_80145_17846,,3.06,
S:297636_82279_18035,,2.44,
S:296640_83961_18035,,4.53,
S:299816_80092_18347,,2.72,
S:295789_81344_18958,,6.8,
S:294175_81996_18958,,3.84,
S:301406_81571_19686,,3.3,
S:283944_79975_20230,,9.95,
S:286279_78602_20230,,11.06,
S:286853_78123_20354,,6.6,
S:283001_79769_20407,,2.24,
S:277109_77782_21239,,4.55,
S:361880_80001_16253,,5.52,
S:366923_83252_15736,,6.54,
S:366010_77799_15736,,11.81,
S:370202_80921_15317,,4.78,
S:363734_85818_14759,,3.01,
S:369416_84190_14718,,6.52,
S:367132_79993_14658,,5.45,
S:361564_80193_14523,,5.82,
S:363106_79051_14412,,1.46,
S:365704_84561_14361,,10.09,
S:360337_81706_14288,,4.55,
S:364990_78851_14227,,3.38,
S:368302_79508_14194,,3.99,
S:361773_83105_13995,,6.36,
S:367169_83133_13988,,3.14,
S:368397_80706_13961,,8.5,
S:364829_79630_13684,,3.4,
S:360632_83541_13649,,6.38,
S:361916_81372_13535,,2.21,
S:367455_81657_13465,,7.56,
S:363886_86825_13389,,5.72,
S:321773_85200_13911,,7.32,
S:320173_81412_14035,,8.66,
S:318323_82633_13867,,2.33,
S:316953_83457_14206,,5.31,
S:316523_82554_14205,,4.56,
S:315273_84899_13894,,2.33,
S:314343_81301_14035,,3.12,
S:313753_85755_14106,,3.79,
S:312393_83441_14311,,4.27,
S:307813_86421_13937,,7.32,
S:307813_84075_14438,,6.31,
S:307133_84360_14344,,3.14,
S:306353_82664_14292,,10.49,
S:302243_85591_14035,,11.46,
S:301103_85860_13677,,7.06,
S:298532_88628_13737,,4.71,
S:298062_88245_13557,,5.23,
S:294026_82745_13335,,3.42,
S:293791_83979_13368,,4.31,
S:293612_85611_13859,,5.9,
S:290955_86023_13747,,14.48,
S:290911_88461_13713,,5.67,
S:289421_84329_13960,,3.68,
S:265176_82963_8154,,9.03,
S:262166_85623_8154,,7.92,
S:261341_84757_8275,,5.81,
S:263527_86592_8462,,6.35,
S:259774_86860_8549,,4.92,
S:263382_84447_8550,,3.77,
S:262291_85931_8976,,5.84,
S:263216_87242_8976,,6.69,
S:264182_85973_9095,,2.9,
S:262050_87270_9297,,7.21,
S:261443_85848_9370,,5.22,
S:255066_88792_9800,,5.23,
S:254472_88616_9928,,2.74,
S:250367_87719_10147,,5.15,
S:251822_87880_10208,,7.44,
S:291516_79774_11148,,3.49,
S:288361_79827_11747,,4.73,
S:290177_79203_12025,,4.32,
S:292528_80071_12566,,1.52,
S:291859_79324_12861,,3.14,
S:293476_83419_13314,,3.75,
S:276694_71703_24760,,7.02,
S:228684_74385_24246,,5.95,
S:293938_143893_20755,,4.2,
S:292426_187570_21675,,4.09,
S:394851_97456_23195,,2.55,
S:394950_99859_23272,,5.67,
S:397186_106254_23337,,5.1,
S:396890_110000_22810,,5.04,
S:398304_116590_22836,,6.26,
S:398778_156549_23015,,4.3,
S:383163_192072_22305,,3.97,
S:261867_134161_24864,,7.68,
S:267733_203778_25996,,9.77,
S:268054_215312_26111,,10.88,
S:126573_103530_26569,,5.2,
S:131399_141342_26871,,7.54,
S:131417_151563_26639,,0.88,
S:194896_129158_18088,,4.05,
S:195118_152847_17601,,3.45,
S:196010_153806_18056,,5.71,
S:197074_156933_17836,,7.25,
S:196578_162727_18140,,4.89,
S:199163_174558_17970,,15.9,
S:211237_185409_18019,,4.03,
S:216929_187199_18091,,5.6,
S:343687_145971_16786,,7.96,
S:340563_151257_16858,,5.92,
S:342179_165817_17153,,7.54,
S:86940_135847_15134,,4.37,
S:301016_81948_14616,,5.53,
S:296248_81210_14771,,3.16,
S:278490_80650_14604,,3.81,
S:265973_83307_14732,,2.25,
S:265836_81890_14617,,4.28,
S:266733_84522_7956,,4.38,
S:265628_82734_7956,,3.09,
S:261999_86434_8238,,3.63,
S:264967_83941_8268,,3.9,
S:261480_84606_8398,,2.5,
S:263333_84269_8528,,4.83,
S:259868_86851_8548,,5.25,
S:259873_88138_8588,,15.43,
S:261862_86851_8778,,5.88,
S:260816_90911_8798,,6.77,
S:259591_90898_8919,,12.46,
S:259413_92399_9251,,3.24,
S:261310_92756_9085,,5.31,
S:259841_96446_9367,,4.29,
S:256744_103612_9306,,3.23,
S:258603_103558_9362,,6.75,
S:256794_109898_9629,,7.41,
S:255466_110269_9432,,5.2,
S:256338_116365_9514,,13.45,
S:257898_117045_9399,,9.97,
S:257624_123722_9700,,2.27,
S:257108_127173_9574,,4.61,
S:258670_133291_9797,,5.44,
S:255723_136451_9894,,7.15,
S:254474_146991_9926,,5.22,
S:189768_88873_8361,,3.99,
S:184271_90540_8559,,1.38,
S:182702_89859_8203,,5.59,
S:178120_90679_8766,,2.6,
S:178600_89255_8791,,3.78,
S:179459_89497_9201,,6.3,
S:174990_88324_9311,,4.49,
S:175232_87877_9650,,2.37,
S:173315_89325_9564,,2.69,
S:168706_87408_9779,,4.61,
S:169139_86788_10126,,5.07,
S:166613_88867_10189,,5.13,
S:163458_88806_10847,,4.7,
S:160935_88168_10776,,5.69,
S:158112_90558_10928,,10.4,
S:159133_89792_11208,,2.09,
S:153854_90756_11185,,7.0,
S:154725_91737_11489,,3.27,
S:151626_90507_11599,,3.75,
S:145523_93582_11879,,3.09,
S:146982_92063_11879,,4.63,
S:148140_94728_12129,,3.56,
S:149201_92581_12179,,4.39,
S:142086_93450_12329,,8.65,
S:146476_91906_12429,,5.71,
S:143013_95200_12540,,2.07,
S:141276_92643_12590,,3.72,
S:147456_90436_11211,,5.61,
S:150278_90951_11191,,2.72,
S:149483_92632_11161,,4.52,
S:145437_88901_10741,,4.62,
S:146719_88333_10601,,10.01,
S:145934_88280_10381,,6.6,
S:148250_87366_10131,,6.32,
S:146972_87494_9611,,4.03,
S:144110_87557_9611,,4.72,
S:145273_89211_9291,,3.84,
S:145060_88759_9190,,6.28,
S:143059_94046_8861,,7.63,
S:145133_100300_8733,,4.76,
S:143555_100709_8554,,5.39,
S:142302_102022_8532,,5.58,
S:143118_105992_8372,,4.56,
S:142682_109310_8536,,3.96,
S:143059_94046_8861,,8.24,
S:145133_100300_8733,,4.86,
S:142302_102022_8532,,5.55,
S:143118_105992_8372,,4.63,
S:142682_109310_8536,,3.88,
S:171784_87479_10387,,3.73,
S:173472_87601_10226,,7.3,
S:177343_86989_10229,,7.88,
S:181831_87211_10517,,2.95,
S:181822_87753_10318,,6.72,
S:186269_87042_10346,,5.65,
S:188024_88362_10657,,11.31,
S:189825_90652_10794,,5.89,
S:367701_96024_10303,,3.91,
S:372367_104687_10352,,4.89,
S:369263_92395_10508,,5.64,
S:366398_96767_10544,,6.94,
S:376858_100566_10553,,3.67,
S:369591_103842_10591,,4.8,
S:366510_99755_10613,,5.26,
S:374764_91595_10795,,8.37,
S:369300_91014_10925,,4.47,
S:375538_98640_10985,,1.01,
S:115210_93762_12100,,4.49,
S:113708_98440_11672,,12.03,
S:115399_103701_11700,,10.07,
S:114636_104228_11774,,9.05,
S:149620_113206_12572,,3.31,
S:149790_114237_13027,,6.65,
S:145218_114676_12779,,9.92,
S:145218_114676_12779,,10.34,
S:144717_117976_12453,,5.83,
S:150267_119895_12514,,3.5,
S:145722_121436_12883,,4.29,
S:145121_121941_12368,,6.86,
S:148789_123747_12460,,6.69,
S:146604_126633_12888,,4.49,
S:144256_127626_12561,,6.28,
S:149429_128995_12471,,4.74,
S:147327_135079_12879,,7.43,
S:144966_132807_12389,,7.09,
S:147111_133281_12303,,5.32,
S:150853_136286_12931,,2.34,
S:146660_142949_12283,,6.11,
S:151529_144442_12215,,3.65,
S:152469_143940_12413,,6.71,
S:152106_164783_12852,,4.27,
S:151639_176131_12737,,9.28,
S:154455_178101_12507,,7.99,
S:154305_180026_12261,,4.79,
S:153100_184357_12439,,5.8,
S:149981_186124_11786,,3.68,
S:148323_188416_12355,,6.5,
S:150650_193188_11717,,1.89,
S:148275_196083_11895,,2.37,
S:157127_202919_12333,,5.06,
S:158688_204125_11855,,3.99,
S:162058_200656_12431,,4.11,
S:164601_205177_12000,,3.71,
S:162916_204087_12489,,7.3,
S:171332_203004_12032,,6.81,
S:170361_203187_12395,,6.79,
S:173628_198040_12223,,2.58,
S:181223_200865_12968,,2.81,
S:185213_202721_13127,,4.42,
S:121326_101434_14219,,3.47,
S:125331_103162_14183,,6.26,
S:126101_108322_14137,,2.33,
S:291133_79452_11225,,1.23,
S:288298_79749_11795,,6.73,
S:290304_79275_12025,,4.64,
S:292509_80197_12631,,2.02,
S:291542_79793_12941,,4.48,
S:293791_83987_13363,,3.88,
S:297775_87909_13533,,5.99,
S:300513_85624_13663,,4.28,
S:290907_88486_13710,,5.59,
S:290517_85784_13770,,5.15,
S:298361_88677_13753,,3.53,
S:289421_84316_13960,,3.76,
S:174145_91155_14536,,1.45,
S:167114_91986_14509,,6.78,
S:165985_92995_14621,,5.72,
S:163702_88808_14624,,2.56,
S:164398_90112_14457,,5.45,
S:154936_90315_14585,,3.99,
S:152250_91001_14675,,3.51,
S:149677_91843_14571,,3.8,
S:200874_93576_12195,,4.05,
S:201726_87973_12284,,3.4,
S:194394_86702_11909,,7.58,
S:200227_85539_12031,,2.81,
S:189542_86818_12101,,3.71,
S:193485_88145_12101,,1.37,
S:197502_88410_12101,,2.64,
S:196549_85744_12141,,3.86,
S:186420_86158_12339,,4.85,
S:190689_85700_12346,,3.35,
S:183513_87087_12539,,5.6,
S:187083_85350_12679,,1.84,
S:176771_86001_12880,,5.76,
S:184225_85422_12859,,2.3,
S:177579_86870_12939,,3.62,
S:177731_85494_13037,,7.49,
S:171628_88437_12773,,8.1,
S:170233_88277_12952,,7.34,
S:164877_89612_12470,,6.53,
S:161748_88919_12867,,5.29,
S:161281_91047_12632,,3.95,
S:159666_91188_12784,,2.91,
S:155136_90350_12659,,4.54,
S:154501_90081_12976,,1.66,
S:150925_91569_12727,,7.46,
S:149922_91672_12888,,5.38,
S:147340_90358_12976,,5.46,
S:147054_90331_12778,,3.66,
S:322145_82559_9156,,7.68,
S:321283_81961_9306,,2.74,
S:322013_82397_9326,,1.1,
S:310702_80543_9596,,6.46,
S:301699_79120_10076,,9.48,
S:294576_79677_10472,,4.33,
S:294913_79725_10553,,4.92,
S:289376_80396_10909,,8.48,
S:291716_79826_11129,,4.41,
S:288523_80062_11727,,4.31,
S:290290_79308_12057,,5.78,
S:292227_80224_12587,,2.36,
S:291911_79365_12881,,3.48,
S:293582_83882_13335,,3.47,
S:294026_82699_13335,,3.58,
S:298062_88245_13555,,5.45,
S:300292_85954_13645,,4.58,
